date,hour,text
2/7/2021,18:21:26,"@SamSenev @sp_mudcrab Thank you #BidenCrimeFamily 

Joe #Biden the most hated man in America"
2/7/2021,18:21:26,It’s snowing in Dover #Delaware. Home of our own @JoeBiden. Off to shoot some photos to do more #paintings.… https://t.co/sHXzXS86Qc
2/7/2021,18:21:27,@DrTedros Where have you been when many were mercilessly killed and the rest were tortured to disability in your… https://t.co/RRimMzCTLk
2/7/2021,18:21:30,"@EmmaVigeland Exact reason I ❤️ Joe Biden.

People have been paying off student loans for decades.
Parents save up… https://t.co/QdiFHx3ASV"
2/7/2021,18:21:33,@POTUS @JoeBiden When Sir? People are still dying from Covid. Please help us!
2/7/2021,18:21:33,"@mkraju @CNNSotu President Joe Biden: Fu©k you pro terrorists QAnon @GOP 
I didn't come to the White House to play.… https://t.co/akAxMw4aQs"
2/7/2021,18:21:34,"NOTE FOUND ON JOE BIDEN'S DESK:

Remember, Joe -- our loyalty lies with the teacher's unions and the teachers! It's… https://t.co/LVWwYrQUT7"
2/7/2021,18:21:35,"@DearAuntCrabby @Goss30Goss @POTUS @JoeBiden Yes, by all means.  We used to do that.  Otherwise, are we going to be… https://t.co/r8pXExWD2w"
2/7/2021,18:21:37,@NickBSchroer @BetoORourke @JoeBiden You guys care about fixing the complete the shitshow that is the MO vaccine rollout?!?
2/7/2021,18:21:38,"@michelletandler Welcome in @SpeakerPelosi @JoeBiden @AOC  world....MORE to come,stay tune !!"
2/7/2021,18:21:38,"@Jodyrenee12 @Tazmarac @mtgreenee @JoeBiden “Beared”? “Captiol”? Forget grammar/spelling errors, why do you overrid… https://t.co/JwaNbWWNqJ"
2/7/2021,18:21:40,@CNBC Making $51k a year is a new definition of rich @JoeBiden Not in Trump world. Seriously!!!!! It’s… https://t.co/DeBS4qGm6r
2/7/2021,18:21:41,#Tedros Adhanom you are just trying to mislead the international community by propagating misinformation about Tigr… https://t.co/sh09g4O6Iy
2/7/2021,18:21:42,@UNHumanRights @UN We are fighting with whatever strength we have left 😢. PLEASE HELP. TAKE ACTIONS.… https://t.co/BDcq9taYwj
2/7/2021,18:21:45,"@KATVNews On his website he falsely claims that government did nothing to battle COVID, and falsely claims that our… https://t.co/cQqIQac0x0"
2/7/2021,18:21:47,"Biden is discharged after recovering from damaged foot #EEUU #International #JoeBiden #Present #Tagfree 
https://t.co/wbzanZeUaC"
2/7/2021,18:21:49,"English: Dance like maggot

Yoruba:Joe Biden"
2/7/2021,18:21:49,".@policy_mag ICYMIs: @IgnacioCofone,@anaqarri &amp; @jeremydwiener on the #Privacy Act &amp; AI https://t.co/Kc6N0bTizI,… https://t.co/ICAiFDJF1G"
2/7/2021,18:21:54,"Please make the war in Ethiopia a priority. #WarCrimes are mounting, a famine is looming, &amp; civilians still fleeing… https://t.co/DJUwP7fxAf"
2/7/2021,18:21:54,Peter Navarro: Joe Biden's executive orders are a 'deep state coup' by Bill Barr https://t.co/xhaU4bu76U
2/7/2021,18:21:55,"Wow ... The impudence of criminals mass murderers has no limits! 

Urgent | CNN The Iranian Foreign Minister: The U… https://t.co/JAQDB8bqgz"
2/7/2021,18:21:55,"US President Joe Biden, who served as Barack Obama's vice-president, says he wants To improve US-Cuban relations."
2/7/2021,18:21:55,Alright @JoeBiden I’m counting on you to make Monday’s after the @SuperBowl a National Holiday. Do the right thing buddy.
2/7/2021,18:21:55,@lmiss2019 @paulacolemusic @wbpictures @netflix @KimKardashian @JoeBiden @Sethrogen Yep &amp; she came when Gram’s was… https://t.co/b4RvHOwkZu
2/7/2021,18:21:57,@grdina_scott @banacek @trix_polly @ggreenwald @TheRickWilson @gofundme @JoeBiden People who thought they were spen… https://t.co/aumEWkbrNF
2/7/2021,18:21:57,@JoeBiden Please lower the gas prices.
2/7/2021,18:21:59,@Aginghippie63 @JoeBiden @jrpsaki great question
2/7/2021,18:22:00,BIDEN DEMONRATS WILL FIND OUT. BIDEN IS NOT FOR AMERICANS. BIDEN IS OUT FOR BIDEN.
2/7/2021,18:22:02,@FaceTheNation @CBSNews @LindseyGrahamSC @margbrennan @POTUS @JoeBiden Republicans have proven to be the people tha… https://t.co/yw2KdEwPWQ
2/7/2021,18:22:03,@USAbilAraby @abotamam73 @KSAMOFA @SGCXQ9mi4qWx6KR @drhamsher7 @AlHadath @abduljabbar1612 @eqanbar @AsharqNewsBrk… https://t.co/IoVtZXhdZB
2/7/2021,18:22:04,Via @RawStory: Peter Navarro: Joe Biden's executive orders are a 'deep state coup' by Bill Barr… https://t.co/gA17f7zAkS
2/7/2021,18:22:04,"@4everNeverTrump @GhettoTrump @realDonaldTrump @BillCassidy Mr President Donald Trump USA, You are Still My Preside… https://t.co/x9eFkERkHg"
2/7/2021,18:22:05,"*

Please

#FreeRealityWinner 

@POTUS 
@KamalaHarris 

Please

*"
2/7/2021,18:22:05,"FULL RELEASE: Ashley Biden Diary Reveals Child Sex Trauma, Drug Abuse, Resentment For Joe – Whistleblower via… https://t.co/NlsZ59wIfC"
2/7/2021,18:22:05,"How soft is Joe Biden on China?

Joe Biden says “I don’t mean it as a criticism” when calling China’s Xi Jinping un… https://t.co/tN6UlURaMq"
2/7/2021,18:22:06,distracted Joe Biden lubed Anne Hathaway beside that one sex dungeon
2/7/2021,18:22:06,Has Joe shut down the virus yet? Has Joe ended systematic racism yet? Has Joe brought jobs back to America yet? Has… https://t.co/3W0eLXrRyT
2/7/2021,18:22:10,"While President Joe Biden is cleaning up a lot of the mess Donald Trump left behind, he can't forget about Louis De… https://t.co/3y3vIY84Fu"
2/7/2021,18:22:12,@ragipsoylu @davidfrum We know @JoeBiden
2/7/2021,18:22:13,"""PRESIDENT MEDAL OF FREEDOM THIS IS WHAT PRESIDENT JOE BIDEN STANDS FOR!!FORMER PRESIDENT OBAMA, #45 CREW CAN NEVER… https://t.co/NGmCazPdgs"
2/7/2021,18:22:13,"""Ethiopia’s government appears to be blocking food deliveries to the region"" @priyankachopra @POTUS @JoeBiden @VP… https://t.co/gbnRuX8Jhg"
2/7/2021,18:22:13,@POTUS @JoeBiden Hello!Sorry for annoying.But the world should know what'sgoing onMyanmar country.please help us#SA… https://t.co/9MNMbsxP1F
2/7/2021,18:22:15,"INCLUDING JOE BIDEN!! MAY YOU FEEL EXACTLY THE WAY YOU THINK!! ..NOW, WAKE THE HELL UP!!!"
2/7/2021,18:22:16,@BillyNRA @RyanAFournier @JoeBiden Gas will be just like it was in the Obama years. Remember when it was over $4-5… https://t.co/t9xOaForsr
2/7/2021,18:22:16,"Biden Has Done More For Nigeria Than Buhari
#THT #TheHeritageTimes #news @MBuhari @JoeBiden 
 https://t.co/kHahWM85pL"
2/7/2021,18:22:17,Then why do I feel like we are the useful idiots.....we have no control over our own lives...government harassing a… https://t.co/CIWKTiUhGm
2/7/2021,18:22:18,Bullshit
2/7/2021,18:22:18,"So, anyone going to have some guts at the @NCAA and step up to stop the @JoeBiden administration from ruining women… https://t.co/CVX1r1qIFu"
2/7/2021,18:22:18,"@DrTedros brain works only twice a day like a broken watch, when he gets a phone call from china or from TPLF diasp… https://t.co/J5fH905iU7"
2/7/2021,18:22:19,@AgentTurtle007 @PDemitrio @mtgreenee @JoeBiden Show me where it says in the constitution the separation of church… https://t.co/uSz2ZDwO0i
2/7/2021,18:22:21,.@JoeBiden and @CDCDirector demand that schools reopen so parents and teachers go back out to work and die for “the… https://t.co/2WEfmH6u6K
2/7/2021,18:22:22,"Still I bet joe Biden loves seeing men in
Uniform not able to arrest these morons."
2/7/2021,18:22:23,"Isn’t the danger having a corrupt AG supported by The Texas Gov?? !  Seriously, what is being done for Texans?  How… https://t.co/pIan0RJtZk"
2/7/2021,18:22:23,@aboutunyc @NYCMayor @SusanBEdelman @AOC You are all the worst! Open middle and high school! Show these kids they c… https://t.co/MhUySekK1q
2/7/2021,18:22:24,@RobbieScrivene1 @CliveTownsend3 @Jo_el_le @dover_is @Mark_Hartshorne @BarryLaneEU @JHeminge @njbennett… https://t.co/6XdCMelC2z
2/7/2021,18:22:25,@BernieSanders Current Democrats sold Americans on lies.  @JoeBiden cares more about foreigners that the American people.
2/7/2021,18:22:25,@JoeBiden @KamalaHarris @fda I was thinking maybe this could be the term where we ban cancer causing agents in food… https://t.co/g9vcr37Wvr
2/7/2021,18:22:26,Yes but depending on current income please @JoeBiden
2/7/2021,18:22:26,@TheDemCoalition @JoeBiden And the other third is a mix of some people who feel they can't make an informed decision and those others.
2/7/2021,18:22:28,Do *good* things. Support *good* things. Support women and families. Let’s go.
2/7/2021,18:22:29,"@banderswift @GhettoTrump @JacobAWohl @realDonaldTrump Mr President Donald Trump USA, You are Still My President an… https://t.co/kX61fz4iVH"
2/7/2021,18:22:32,@SteveKingIA @JoeBiden Ask yourself why dictator Biden wants to flood the U.S. with millions of illegal migrants du… https://t.co/xTLcGQvFY3
2/7/2021,18:22:34,@FaceTheNation @LindseyGrahamSC @margbrennan @POTUS @JoeBiden Why the hell is anyone giving boot licking Lindsey an… https://t.co/ex4W6iEJFz
2/7/2021,18:22:35,"""Ethiopia’s government appears to be blocking food deliveries to the region"" @priyankachopra @POTUS @JoeBiden @VP… https://t.co/p7Cd1FSKXd"
2/7/2021,18:22:36,Good Morning &amp; happy socially distanced #SuperBowlLV everyone! Got a great American made mug to Sunday brunch with!… https://t.co/Mcp1yhEGHP
2/7/2021,18:22:36,"Seeing #FruityPebbles trend on @Twitter, @JoeBiden issues an #ExecutiveOrder allowing it to compete against non-fru… https://t.co/ifUlqJWKCx"
2/7/2021,18:22:37,"Deliberate twisting of reality showcases #PeterNavarro's abiding bad faith.
Navarro knows fences &amp; razor wire went… https://t.co/6gIOfN6WDn"
2/7/2021,18:22:39,"Mr. President Joe Biden what do we do now especially when the $1,400 is gone? https://t.co/bFAQ1TurBN"
2/7/2021,18:22:41,@ThisWeekABC @GStephanopoulos dont question @SecretaryPete about #COVID19 &amp; #POTUS @JoeBiden &amp; @VP plans. As… https://t.co/P5IxeCCGbq
2/7/2021,18:22:42,"Simply amazing how right they were!!!
Thanks Frank"
2/7/2021,18:22:42,LOL like Biden will still be POTUS
2/7/2021,18:22:43,"Yeah, but the public would like a $15/hour minimum wage..."
2/7/2021,18:22:45,@mjfree And Joe Biden did not get 80 million votes. We all know it
2/7/2021,18:22:46,He's LITERALLY not paying you for this kind of defense.
2/7/2021,18:22:46,@ImranKhanPTI @betterpakistan @JoeBiden @KamalaHarris @WhiteHouse @BorisJohnson Shame on u Corrupt Imran khan as u… https://t.co/CIGlQFSdZS
2/7/2021,18:22:47,@thedreadedaw @davidfrum @allahpundit Right. But these jobs ended because Joe Biden decided he didn't want them to… https://t.co/6VkoFZPM4g
2/7/2021,18:22:47,Because if u do u r saying cancer is good &amp; so u r keeping it live &amp; letting it become strong. @AOC @RepAOC… https://t.co/GjyWzU2Gc6
2/7/2021,18:22:47,Peter Navarro: Joe Biden's executive orders are a 'deep state coup' by Bill Barr https://t.co/vUH9BVuv6t
2/7/2021,18:22:47,"Mr President Donald Trump USA, You are Still My President and We don't have anather President JUST NOW,  cambeck Mr… https://t.co/WBl50Klvei"
2/7/2021,18:22:48,@DanielleJShares @kylegriffin1 @JoeBiden @schumer Fed property has always been excessed to GSA who then tries to ge… https://t.co/Ux9cHJGjcG
2/7/2021,18:22:51,I didn’t care about the phoebe bridgers thing til I saw everyone mad at it is like 50 and has a Joe Biden profile pic
2/7/2021,18:22:51,"So when illegals cross into our country and then commit further crimes, under the protection of the administration,… https://t.co/4gv51wc1YC"
2/7/2021,18:22:52,DONT LET SLEEPY JOE OFF THE HOOK
2/7/2021,18:22:52,@TXAG @JoeBiden Please stop trying to scare folks.   That ship has sailed.   We have wised up to the g.o.p.'s const… https://t.co/aaPBNPLWLW
2/7/2021,18:22:53,"This is the right position.  Congratulations, President @JoeBiden .  It worries me, however, that you misspoke and… https://t.co/sCCY74tgcV"
2/7/2021,18:22:56,"Where were the dickless, spineless republicans when this moron was placed in office.  Where was Mike Pence?  Where… https://t.co/IBqntBhs5a"
2/7/2021,18:22:57,Another example of why Joe Biden's policies are an epic failure for America.
2/7/2021,18:22:58,"Anytime I see someone say, “do people know how the government works”

They, in fact, do n it know how the governmen… https://t.co/WFvCaek7HF"
2/7/2021,18:23:00,Psychotic Nutjob Peter Navarro claims Bill Barr took part in 'deep state coup' to elect Joe Biden https://t.co/4op3JB83Lf
2/7/2021,18:23:02,"@JohnBasham @JoeBiden Deliberate measures by @joebiden, @SenSchumer and other dems to bring more dem voters into co… https://t.co/Z3MRVQMG2b"
2/7/2021,18:23:03,American businesses stay closed while our borders are open cuz NONE OF US MATTER
2/7/2021,18:23:05,@WSJecon We need a president who persevers in keeping his promises. https://t.co/G1VAQ9AR3R
2/7/2021,18:23:05,@natasha_rozina @POTUS @VP @TravelGov @PressSec @AliMayorkas @StateDept @JoeBiden When immigrants enter the labor f… https://t.co/Xcsu5ftauM
2/7/2021,18:23:05,@SpeakerPelosi @SenSchumer @JoeBiden It’s time to pass legislation disqualifying an individual from even RUNNING fo… https://t.co/oZ2x04gr0K
2/7/2021,18:23:09,@SteveKingIA @JoeBiden Fake news
2/7/2021,18:23:11,@ava_unity @MsbethmartinezA @meidas_beth @melajessi_1 @SBWheat1 @EllieBlueBird1 @joegmurph @AnonyWhiteMale… https://t.co/haFGVoRSEh
2/7/2021,18:23:11,I will never forgive y’all for voting for Joe Biden btw.
2/7/2021,18:23:12,"This is cultural cleansing. The looting of #Tigray|s historical places, the destruction of religious sites &amp; sacred… https://t.co/HtB8Udk9Ls"
2/7/2021,18:23:13,@CBSNews Are we supposed to pay Iran more cash to stop death threats to America. Why is Joe Biden not speaking abou… https://t.co/F5ftAgOQWp
2/7/2021,18:23:19,"@ScottAdamsSays For our concerns as citizens to matter regarding schools, we have to start from a premise where our… https://t.co/48ClSVh8Sp"
2/7/2021,18:23:19,Isn’t that your job stupid! @JoeBiden @VP @JoeBidenLied @POTUS
2/7/2021,18:23:20,"@BernieSanders .@JoeBiden @POTUS and @DNC stepped on you like a bug, to steal an election and you are bitching laughable"
2/7/2021,18:23:22,"""Ethiopia’s government appears to be blocking food deliveries to the region"" @priyankachopra @POTUS @JoeBiden @VP… https://t.co/39IEUfsEg9"
2/7/2021,18:23:22,@SmartandSassy11 @Nelson38Andrew @amglive @mtgreenee @JoeBiden That´s exactly what´s happening. They branded 50 % o… https://t.co/IvfexaiUJn
2/7/2021,18:23:24,@BakareAkeemAde9 @JoeBiden I'm optimistic about that and I'll be here to give testimony.... thanks bro
2/7/2021,18:23:24,"Democratic snowflakes were just annoyed with Trump's crudeness, but they are fine with imperialism and austerity, i… https://t.co/AUfq5y4CGb"
2/7/2021,18:23:25,@terasbeti @NeaminZeleke @AbiyAhmedAli @JoeBiden @VP @MoP_Ethiopia @amggebre @EthzemaLeader @Bahir_1 @LanderMiddle… https://t.co/lMsSwr1XdT
2/7/2021,18:23:27,If a secret ballot is taken in the 2nd Impeachment Trial Trump would overwhelmingly be convicted! @JoeBiden… https://t.co/0XfOulp1A9
2/7/2021,18:23:28,"AI Organization La Jolla, Ca. 92037 Vs. Google, Obama, Joe and Hunter Biden,etc..  for CRIMES AGAINST HUMANITY (scr… https://t.co/l1q1ZlTn2j"
2/7/2021,18:23:29,@SBWheat1 @ava_unity @meidas_beth @melajessi_1 @EllieBlueBird1 @joegmurph @AnonyWhiteMale @moved2italy… https://t.co/ynfGsnJe7W
2/7/2021,18:23:30,Lol I’m sorry - what exactly has he done?
2/7/2021,18:23:31,"For that to happen he needs to change tack if he wants the support of the rejoiners #RejoinEU 
We can’t rely on any… https://t.co/0VvCDE1bEn"
2/7/2021,18:23:31,I really can't understand why @POTUS @JoeBiden and the Democratic party are hell bent on destroying America.
2/7/2021,18:23:32,"@WHCOS @JRubinBlogger #DV2020 need your help!!We are DIVERSITY VISA holders, We’ve been waiting for almost 2 years,… https://t.co/nZkWSK6Jyt"
2/7/2021,18:23:33,@TM72774 @LifeNewsHQ What makes Joe Biden a Communist?
2/7/2021,18:23:34,Research group believes it was an‚ intentional attack. Images show latest attack on Ethiopia refugee camp. Satellit… https://t.co/y6ElBFYrF6
2/7/2021,18:23:35,@Nyein81466992 @WIONews @PriyankaSh25 @JoeBiden Stay safe
2/7/2021,18:23:35,"What is @JoeBiden doing about  immigrants, illegal or otherwise, whom have been in good standing in their communiti… https://t.co/SNeB0dX7Vb"
2/7/2021,18:23:37,@killuaxkilIua @JoeBiden somehow thats worse
2/7/2021,18:23:38,Yall started caring about this like 5 years ago
2/7/2021,18:23:38,"Democrat Rep. Ro Khanna stated that Joe Biden will “radically reset relations” with Israel, and Israel will “have t… https://t.co/NvU1WuL6lN"
2/7/2021,18:23:38,"Money embezzled by a terrorist party that ruled Ethiopia for 30 years is being used to pay lobbyists, journalists,… https://t.co/0gb9GGeDwz"
2/7/2021,18:23:39,@BaloneTone @Atlantiso1 Biden should invite them to go over to their house actually they have four houses they can… https://t.co/IZC7lAwelj
2/7/2021,18:23:39,"@JackPosobiec ""Beijing has the resources""...Joe Biden, Wall Street, Media, Hollowood, CCP mouthpieces ain't lying"
2/7/2021,18:23:40,"""Ethiopia’s government appears to be blocking food deliveries to the region"" @priyankachopra @POTUS @JoeBiden @VP… https://t.co/9yNkGP8kKG"
2/7/2021,18:23:43,"Fuckin' A right on!  
@JoeBiden lied about this.  This is a simple fact.  Remember how we are supposed to value fac… https://t.co/dwAmAA4Qxe"
2/7/2021,18:23:46,@laurenboebert Did President Joe Biden go on TV and tell them that he loved them all? You're a JOKE! #TraitorTours
2/7/2021,18:23:48,JOE BIDEN IS NOT OUR PRESIDENT &amp; KAMALA HARRIS IS NOT OUR VP. #ArrestThem
2/7/2021,18:23:48,@TXAG @JoeBiden God bless you
2/7/2021,18:23:48,@Breaking911 I blame @JoeBiden he’s turning out to be a terrible president
2/7/2021,18:23:50,"Sacred places of worship, historical &amp; religious artefacts have been bombed and looted. ‘This is cultural cleansing… https://t.co/exOFFEqqgx"
2/7/2021,18:23:50,@FaceTheNation @LindseyGrahamSC @margbrennan @POTUS @JoeBiden His place in history will be the best governing Presi… https://t.co/Mg0HoBPJ44
2/7/2021,18:23:50,@AnaCabrera @JoeBiden @SpeakerPelosi @SenSchumer @JanetYellen Republicans offered a one wk  $600 extension to conti… https://t.co/N7yg74dUPn
2/7/2021,18:23:51,@GlammaCooking @TheLeoTerrell @JoeBiden So a white woman is wondering about missing father's when that talking poin… https://t.co/gUPSaB24a2
2/7/2021,18:23:52,"Peter Navarro: Joe Biden's executive orders are a 'deep state coup' by Bill Barr 

https://t.co/fk514BJlsm"
2/7/2021,18:23:56,@POTUS @JoeBiden Please American President.We need https://t.co/5pNcHPyvGr has been a week since a military dictato… https://t.co/2YTFcPkwG0
2/7/2021,18:23:57,@JoeBiden You must address Domsetic Terrorism! Why are you allowing BLM and ANTIFA to burn things down? America can… https://t.co/v8jQ5QwAIo
2/7/2021,18:23:57,Communists both along with the rest that attend Davos. Despicable.
2/7/2021,18:23:58,hi you can love Amazon gift card I will give you a hot amazon gift card offer for $200 go this way get this&gt;&gt;… https://t.co/QwsqRhjko6
2/7/2021,18:23:58,@jmy143 @paulacolemusic @wbpictures @netflix @KimKardashian @JoeBiden @Sethrogen But Capeside is drivable from NY
2/7/2021,18:23:59,They’re “soft sided”
2/7/2021,18:23:59,"After receiving consistent reports of ethnic targeted violence, killings,massive lootings,rapes,possible #warcrimes… https://t.co/4EAvqIuDlu"
2/7/2021,18:24:00,Seems to be Like Joe Biden Were given a New #Rolex to Have fun His Large New Process  #magplanet #styleupnow… https://t.co/t0beHePGkn
2/7/2021,18:24:00,And they were right. @FrankLuntz how confused are you?
2/7/2021,18:24:01,You defending Joe Biden? Where’s ya self-respect?
2/7/2021,18:24:03,Be a weird flex since her husband is a rapist
2/7/2021,18:24:04,"@tonyashai @JoeBiden @KamalaHarris May be you are right but I don't think so. You know Human rights , terrorism, ex… https://t.co/PKyA4cdJaO"
2/7/2021,18:24:05,@waltshaub @POTUS Would he have been raked over the coals in the public eye if he hadn’t been the son of Joe Biden?
2/7/2021,18:24:06,"@SteveKingIA @JoeBiden Steve, going with false dilemma fallacy will not make you seem righteous. Try to stay on the… https://t.co/nv3ufnELEK"
2/7/2021,18:24:07,@profblmkelley @monicaisliberal @lipiroy @JohnFugelsang @joncoopertweets @flordlangeles @JoeBiden please accept my… https://t.co/zceA7ljdvr
2/7/2021,18:24:07,"This isn’t just about during the pandemic.

The business class sees Mexico, the United States and Canada not as cou… https://t.co/7wGUDgyoUw"
2/7/2021,18:24:07,"The Turd in Charge and @NorahODonnell are not wearing the mandated masks required on all federal property.

.… https://t.co/WApobelSyJ"
2/7/2021,18:24:08,"Joe Biden is the first sitting president to openly oppose the death penalty, and officials say he's discussed the p… https://t.co/rPAwaQBZTF"
2/7/2021,18:24:08,Great
2/7/2021,18:24:09,@GiantPrepper @JoeBiden It of both i believe.
2/7/2021,18:24:10,@GordonGChang @SaraCarterDC You forget that China has video of Hunter and Joe's visit to China and records of the p… https://t.co/lG1PVbcGfu
2/7/2021,18:24:10,"People magazine offers shoeshine to Joe and Jill: ""WE SHARE EACH OTHER'S DREAMS""

(but there's a Hunter Biden quest… https://t.co/65qO4lR363"
2/7/2021,18:24:11,There has been a comms blackout with little media coverage on what’s happening in #Tigray. The international commun… https://t.co/VnXEsQ2rI2
2/7/2021,18:24:11,"American President 45 Trump win is the most deserving when comparing to POTUS 42, 43 &amp; 44 is why he represents the… https://t.co/Uzh9cJPJ20"
2/7/2021,18:24:11,Biden giving American jobs away again ..@POTUS @TheEconomist
2/7/2021,18:24:11,@POTUS  @VP  ??? Let’s do it.
2/7/2021,18:24:15,"@SenRonJohnson @JoeBiden Ron Johnson is a #QTrumplican that can't be taken seriously. Too many looney lies, to much… https://t.co/GxrYAsa3tC"
2/7/2021,18:24:16,"The @BarackObama days were to be worst in regards to H1B FLOODING, and now @JoeBiden is taking the same route. The… https://t.co/SEDHdpwG6V"
2/7/2021,18:24:17,"Watch the back door 
Biden uses it alot"
2/7/2021,18:24:17,War in #Tigray has left millions without basic necessities and access to essential services. With the widespread co… https://t.co/NEPbgJhuDt
2/7/2021,18:24:18,This is also a reminder that we are living in President Obama ‘s/crazy Joe’s America.
2/7/2021,18:24:19,@_JoeParky_ @RobbieScrivene1 @Jo_el_le @dover_is @Mark_Hartshorne @BarryLaneEU @JHeminge @njbennett @Kelly96968695… https://t.co/9SiNUUKOMA
2/7/2021,18:24:19,@SenRonJohnson @JoeBiden This is disgustingly rich. Where were you when Invanka got trademarks from China while her… https://t.co/x2ZXn5e9cR
2/7/2021,18:24:20,@JohnBasham @JoeBiden @SenSchumer The GOP need to start playing the same dirty tricks as the dems to beat them at t… https://t.co/uMPR5ppdki
2/7/2021,18:24:21,@FaceTheNation @LindseyGrahamSC @margbrennan @POTUS @JoeBiden Lindsey graham is a two faced loser. https://t.co/CQjAjSVFvw
2/7/2021,18:24:22,"@POTUS @JoeBiden How many executive orders are you up to? That’s not diplomacy, that’s dictatorship"
2/7/2021,18:24:22,"@JoeBiden sanctions moves those nations towards China, it's actually positive for China....sanctions on Mayanmar le… https://t.co/lCwYC2l3tv"
2/7/2021,18:24:25,Mass killings of civilians. Airstrikes. Sexual violence. Extrajudicial killings. Denied aid. There needs to be an i… https://t.co/nXaAbH2pMe
2/7/2021,18:24:25,@sushantsareen @StateDept This leftist Islamist dominated demented @JoeBiden administration with clueless… https://t.co/trd8qit9nV
2/7/2021,18:24:25,Rashtriya Sevak Sangh(RSS) of India is a terrorist organization. @UN @JoeBiden @KamalaHarris please must ban RSS an… https://t.co/aCURHnc5aI
2/7/2021,18:24:27,Always go with the best offer regardless of what you say your principals are. That's the democrat's way!
2/7/2021,18:24:29,@joebiden @potus is f...t
2/7/2021,18:24:29,@AmberSmithUSA Better get up to speed on China’s cyber war against the US during the election. Biden wasn’t elected… https://t.co/kzl722q4ut
2/7/2021,18:24:30,@aaarz368 Robin after Robinette as in after Joe Biden.
2/7/2021,18:24:30,.@POTUS Joe Biden: There will be 'extreme competition' with China under my administration https://t.co/WnCtEcTA5a
2/7/2021,18:24:31,"@ijankovicbre @IvicaNg @AgronBajrami @JoeBiden @avucic No, but the International Court of Justice opinion from 22 July 2010 does. 😶"
2/7/2021,18:24:32,"@Ggfd09454450 @KimJong67931293 This is what actually happening in Myanmar 🇲🇲 
#HearTheVoiceOfMyanmar… https://t.co/UVTbS2h1Cf"
2/7/2021,18:24:32,"Activists in #Haiti, angry over Joe Biden's support for dictatorship, burned an American flag this morning. https://t.co/VGbhU7rJBS"
2/7/2021,18:24:33,"@AP Murderers on death row support Joe Biden. If you support Joe Biden, you're in good company."
2/7/2021,18:24:34,@theblaze What happened? Joe Biden was going to unite this country.  Joe Biden needs to accept responsibility if BL… https://t.co/zZ9cgv2pqa
2/7/2021,18:24:34,@KelleyVincent88 @Blacklakerun @mattgaetz @JoeBiden The people of America refer to Hunter as a crack smoking POS th… https://t.co/CvyyM9jkmH
2/7/2021,18:24:34,I just signed this. #usps
2/7/2021,18:24:35,Please don't.  We really just don't want to hear from the president that much. https://t.co/yd6zfPBfHz
2/7/2021,18:24:35,@sehunnul @JoeBiden worse than joe biden???? ur insane
2/7/2021,18:24:37,@WhiteHouse hi you can love Amazon gift card I will give you a hot amazon gift card offer for $200 go this way get… https://t.co/siudjv9mPx
2/7/2021,18:24:37,Susan Sarandon accuses President Joe Biden of ‘pulling a bait and switch’ around stimulus payments… https://t.co/IguVPi5O12
2/7/2021,18:24:37,"Sleepy @JoeBiden, will you denounce ANTIFA and label them a domestic terrorist group?"
2/7/2021,18:24:38,"@StateDept @POTUS It's all a lie

Joe Biden favors China - America be damned

""Joe Biden has rescinded an executive… https://t.co/JolhqzQ52U"
2/7/2021,18:24:38,@sunnysky322 Her husband had to come over and apologize. He said she is out of control.  We are going to have a HUG… https://t.co/G3BiwoL0VL
2/7/2021,18:24:38,@JoeBiden It has been a week since a military dictatorship forcibly seized power in Burma. The current government h… https://t.co/vieSPWYAgu
2/7/2021,18:24:38,"@JoeBiden instead of or in addition to cancelling up to 50K of student debt, how about a relief package for people… https://t.co/p4gpufAoUK"
2/7/2021,18:24:39,We had a much better President but the DC insiders hated him because he was all the the people &amp; this country.  He… https://t.co/lY7mjhUL4Q
2/7/2021,18:24:40,Joe Biden is cleaning the swamp as fast has he can with order and detail. President Biden knows how the US system… https://t.co/HH7wS5Fg9m
2/7/2021,18:24:40,"""Joe Biden, the first sitting U.S. president to openly oppose the death penalty, has discussed the possibility of i… https://t.co/8hjbFGZ9iI"
2/7/2021,18:24:41,Unelected PM #Abiy must release all unlawfully detained journalists Immediately. The international community must p… https://t.co/piamVvhnNO
2/7/2021,18:24:43,Biden doesn’t care his only concern is to dismantle everything Trump did no matter how much it hurts Americans.
2/7/2021,18:24:43,@FaceTheNation @LindseyGrahamSC @margbrennan @POTUS @JoeBiden Why does anyone even give this blowhard airtime?
2/7/2021,18:24:44,@SmartandSassy11 @Nelson38Andrew @amglive @mtgreenee @JoeBiden I said they were stalling. Which they are right now.… https://t.co/Q3mknI2IcV
2/7/2021,18:24:45,"@CNN @CNNOpinion #DV2020 need your help!!We are DIVERSITY VISA holders, We’ve been waiting for almost 2 years, our… https://t.co/Mk5iAypCZ5"
2/7/2021,18:24:47,@NickBSchroer @BetoORourke @JoeBiden How is this different than CA and other sanctuary states not enforcing federal… https://t.co/i1jREvSeuy
2/7/2021,18:24:48,"#TPLF destroys #Ethiopia|ns rebuild. Telecom services are back in #Axum, Shire and Adawa. It's likely millions of U… https://t.co/bZwpnGb2X1"
2/7/2021,18:24:48,Thank you @SenBooker for making an effort to have voices from Tigray heard &amp; for being clear with your requests to… https://t.co/wdvJhLi5GY
